model,episode,timeframes,totalrewards,success,goaldist,initdist
trial_310,1,80,288.96605365487596,1,0.34291884662963507,9.367208789510535
trial_310,2,243,-159.1815394874072,0,10.708143710411566,14.837057581400872
trial_310,3,97,259.80532302852805,1,0.30591798046867885,6.452802936259038
trial_310,4,110,360.449764475718,1,0.2959026214182998,16.553993424778966
trial_310,5,89,253.55606929510105,1,0.3626890348201368,5.960968668954292
trial_310,6,50,228.8631272193748,1,0.3034550768085417,3.30875211190011
trial_310,7,587,354.05744049829303,1,0.35306733842948335,15.82677691010018
trial_310,8,70,236.32349293343546,1,0.31869890380443044,4.09699052804812
trial_310,9,224,358.80467460559646,1,0.27081110680027765,16.280811122260335
trial_310,10,212,347.74488086750716,1,0.36178596549643993,15.298881321384522
trial_310,11,250,313.39163993062573,1,0.38019919643688976,11.882615409267208
trial_310,12,158,-160.78360723788484,0,12.934816648205084,16.920732662501216
trial_310,13,79,279.22403037441757,1,0.27674870138500113,8.341629216981516
trial_310,14,133,363.6825713238165,1,0.23572751640556114,16.77274432887051
trial_310,15,273,343.1431490723286,1,0.2184659477550549,14.73133474374249
trial_310,16,75,295.0975830409945,1,0.3745939811118957,10.09470647676501
trial_310,17,81,284.9409245050608,1,0.38287597532003165,9.01100890754295
trial_310,18,65,238.49670005223692,1,0.22717932218272832,4.269436592184885
trial_310,19,353,296.3580137659872,1,0.24711256976069845,10.052019792138026
trial_310,20,325,-149.54576301634415,0,10.512677250008286,15.612437987057877
trial_310,21,74,283.6945944325208,1,0.3702312759586916,8.910834735576268
trial_310,22,154,328.25743167534495,1,0.3559617178895862,13.306933653917392
trial_310,23,136,-140.8355977719834,0,10.528633708211446,16.338659319166098
trial_310,24,142,336.1116836728038,1,0.300140461140472,14.106351002324018
trial_310,25,19,231.02102102417373,1,0.27141614539906456,3.5515685009780538
trial_310,26,133,275.0425779261295,1,0.37449808083616765,8.010568007429848
trial_310,27,85,317.58071225763035,1,0.23905210096581075,12.186110417140684
trial_310,28,129,265.5622254574696,1,0.3777268205569344,7.116469487189762
trial_310,29,154,327.0064908642855,1,0.32219398422041345,13.225500349411458
trial_310,30,297,342.14431114622283,1,0.2792537681549957,14.674232340008603
trial_310,31,78,227.55577346841704,1,0.21270059070020667,3.181177588361711
trial_310,32,131,325.87116270453487,1,0.35914158035546645,13.129594025942305
trial_310,33,45,268.2328601287279,1,0.39702802510980095,7.296355495053409
trial_310,34,41,240.91749664384014,1,0.3384122342183313,4.615340453126863
trial_310,35,61,254.5387074222924,1,0.3116095617212971,5.9124700990873365
trial_310,36,95,229.17430938813087,1,0.3867262544172018,3.4815018847367867
trial_310,37,202,298.1533014236444,1,0.23735726213784086,10.217270138887313
trial_310,38,132,240.15169687546978,1,0.3652664976442605,4.441790180880055
trial_310,39,141,326.62559467494196,1,0.23827746681474732,13.07356597858347
trial_310,40,238,332.62373629941055,1,0.3369089888121689,13.791537244332908
trial_310,41,448,-169.6923622574514,0,11.971811575735105,15.00127995517985
trial_310,42,270,399.3923980653614,1,0.36723279177308316,20.491433270451637
trial_310,43,103,278.866852613843,1,0.39421266477495076,8.44235947751772
trial_310,44,152,313.83912392148636,1,0.2728400978684428,11.83332302608161
trial_310,45,202,305.4642910287005,1,0.3874428232643726,11.089799637492085
trial_310,46,265,269.7757144097277,1,0.3183082831193919,7.461225574454987
trial_310,47,272,338.93569334471124,1,0.39319536431666635,14.326397584299631
trial_310,48,283,319.7483050459024,1,0.2028668833207637,12.379911687095891
trial_310,49,167,282.57561132096873,1,0.26580907596759484,8.70018233657163
trial_310,50,127,-132.60615446609634,0,2.635005706901472,9.314939298875935
trial_310,51,856,-109.39918126407782,0,5.135449488901041,14.171169043622232
trial_310,52,235,290.6136150074759,1,0.38580551697137,9.568740021767434
trial_310,53,292,-82.19683020695476,0,6.078580867256164,17.85943312112261
trial_310,54,154,303.59213181092576,1,0.360067625778651,10.916242243765428
trial_310,55,43,-172.74925994744075,0,12.54880891030286,15.411739425204386
trial_310,56,106,311.7794964570692,1,0.30760467184866214,11.715441823129922
trial_310,57,51,250.24099919264245,1,0.3956191679991331,5.618913009983684
trial_310,58,146,-124.680564862097,0,9.236265635322239,16.814389548658824
trial_310,59,87,301.4180132937343,1,0.3200880770092235,10.674053140461654
trial_310,60,58,242.3651141754775,1,0.26201256894052977,4.682158894765156
trial_310,61,60,286.946719162284,1,0.24163453672751212,9.119122040245733
trial_310,62,85,-147.08097811232057,0,10.401268356268034,15.690255304170313
trial_310,63,114,268.7375139000071,1,0.3709932400037745,7.413602804685652
trial_310,64,159,324.9998644726859,1,0.27205346390138485,12.957551795095998
trial_310,65,174,326.372824826748,1,0.38940680692619667,13.064804370116834
trial_310,66,286,350.7521658514513,1,0.36105869848194466,15.545774254883982
trial_310,67,143,279.54910616007976,1,0.3912997865977942,8.364025383749622
trial_310,68,85,240.74967453439046,1,0.3244278900998522,4.501297491793464
trial_310,69,52,259.7391541833203,1,0.3084318519125156,6.419323683248163
trial_310,70,101,295.7475142814519,1,0.35462328145635463,10.140506161935441
trial_310,71,115,290.1650535395082,1,0.3927714724440259,9.450091163802401
trial_310,72,207,-146.62768688137012,0,4.756680805542818,10.104087600751237
trial_310,73,123,337.598907234025,1,0.2528724553139552,14.204778193890665
trial_310,74,235,303.3065296323526,1,0.38065813096305856,10.737559928340596
trial_310,75,114,239.26861666299948,1,0.3696663325730539,4.46677301159024
trial_310,76,404,-61.59584928633552,0,7.468766531251067,21.320622147958655
trial_310,77,285,346.6802324293957,1,0.3925524955532055,15.224449507544753
trial_310,78,235,-182.06055495075063,0,15.792971140725374,17.664024206798103
trial_310,79,1000,-181.53446643120893,-1,14.871550713721975,16.718104070601083
trial_310,80,210,-90.00826138662346,0,4.445973277176289,15.451254098094815
trial_310,81,147,305.6318196004908,1,0.3903514371797137,11.107354231477139
trial_310,82,85,258.7497487953967,1,0.2747741160762888,6.354478434538764
trial_310,83,150,319.4115276161553,1,0.3303718190918265,12.423253376570765
trial_310,84,34,250.18980574583316,1,0.3943651371271458,5.436837144852218
trial_310,85,313,309.2258891031552,1,0.3858567067600796,11.433715085531158
trial_310,86,125,315.04901358564183,1,0.3605545319092348,11.981833996461482
trial_310,87,63,305.57950621382935,1,0.39838409129637675,11.112286795448602
trial_310,88,64,257.6542218803312,1,0.26926499853023445,6.199163740593014
trial_310,89,97,238.81717704300686,1,0.3084293858183094,4.360309693408969
trial_310,90,83,280.6687261310887,1,0.3487160099850818,8.605728564760284
trial_310,91,71,275.3485059818222,1,0.2528840345679363,7.955355295775409
trial_310,92,63,301.14275820219893,1,0.28234987042228216,10.598391473455896
trial_310,93,59,246.78525092946322,1,0.3779244417026748,5.2159937187163194
trial_310,94,90,330.6179939827122,1,0.22540625490209604,13.475899453232557
trial_310,95,178,342.8469826099333,1,0.31292302226965474,14.796268538189251
trial_310,96,128,256.50852610360516,1,0.3982758583823541,6.072634715916699
trial_310,97,196,327.8020559342609,1,0.3495219678719653,13.304408989806879
trial_310,98,163,305.3530988921289,1,0.3946879875495091,10.975733007500148
trial_310,99,83,280.13288242471225,1,0.25689493480687253,8.437097451378698
trial_310,100,158,281.19776747034575,1,0.28787397227662986,8.541857367602855
trial_310,101,76,-165.83622736865016,0,7.929242535740887,11.399637921507662
trial_310,102,188,-62.333879579457374,0,4.431175573257299,18.23712943285432
trial_310,103,151,355.8626372695245,1,0.2766616526827253,16.095903756345727
trial_310,104,173,331.7218595060019,1,0.28122010928538277,13.648340702716364
trial_310,105,154,-101.60798498906122,0,6.055821237243014,15.93185456981343
trial_310,106,118,-169.5775083305852,0,4.271231234250371,7.364038620719209
trial_310,107,25,246.4784584045248,1,0.3924725660977507,5.141475792042225
trial_310,108,176,324.7656228324967,1,0.2537378016772402,12.922973773109973
trial_310,109,160,318.41923350128434,1,0.38541820675464844,12.294525519556345
trial_310,110,501,-146.49241487092374,0,9.50975012899445,14.930996809362233
trial_310,111,118,276.2309843164381,1,0.2582588376799928,8.041585506941695
trial_310,112,98,276.62347959374756,1,0.31788883850853317,8.166696458357128
trial_310,113,347,-89.47461623194943,0,5.671158911287655,16.778343838802837
trial_310,114,196,332.67911040961656,1,0.3440399948837108,13.7349353811064
trial_310,115,57,253.75641686384876,1,0.3874252618927041,5.931293281675451
trial_310,116,112,-93.40472712932326,0,4.030708630783816,14.713943244891508
trial_310,117,142,-140.11848413838442,0,5.091916530964148,11.122716832575538
trial_310,118,152,320.9087681332202,1,0.27616882993893566,12.512172206373206
trial_310,119,88,254.13447200589007,1,0.32697153311278904,5.871459182553775
trial_310,120,50,251.0620255490167,1,0.32241523123868326,5.612262064016124
trial_310,121,118,350.62734731329283,1,0.20251248910321648,15.49916613856459
trial_310,122,99,340.58563463773237,1,0.3148488464116372,14.476225681719608
trial_310,123,155,-106.4949753928375,0,5.259118983571509,14.664596419191986
trial_310,124,79,256.98352468072596,1,0.39371994622136497,6.102269826423608
trial_310,125,186,-161.35759625334978,0,3.36418760732271,7.203144384943304
trial_310,126,85,277.2360655172276,1,0.2967182748604437,8.254994152866317
trial_310,127,175,299.0398931786574,1,0.39649575480668725,10.433281814286385
trial_310,128,175,325.14289609983393,1,0.29295545299420284,12.998250479995752
trial_310,129,64,-136.4577331496775,0,7.868951723136013,14.272668908765638
trial_310,130,23,227.51478891854728,1,0.35583327977556156,3.2566372168236226
trial_310,131,150,298.0556273303128,1,0.2641469724210422,10.208080133122822
trial_310,132,100,258.65638311136945,1,0.3974646027431295,6.272445880893903
trial_310,133,74,264.02520165121496,1,0.24829340758247254,6.848603759618552
trial_310,134,135,314.1792223160312,1,0.27535578188269294,11.882836581807219
trial_310,135,86,294.0361230944834,1,0.31591948663634406,9.875489753978172
trial_310,136,101,-129.81447552674933,0,3.3625880356883697,10.178208492588588
trial_310,137,87,-154.67232562034388,0,7.949668062438326,12.47211589378707
trial_310,138,167,293.06110943338024,1,0.3839510814439992,9.72592369566966
trial_310,139,152,246.54600068397022,1,0.35265040216067384,5.211860666976483
trial_310,140,29,253.90908354539636,1,0.3823867568092211,5.7915169131884925
trial_310,141,112,274.9264411731182,1,0.2252462613130764,7.896448048683098
trial_310,142,161,372.7102117000347,1,0.3920058563735505,17.86152889838869
trial_310,143,164,305.3867637225959,1,0.39813197234380593,11.14093606246667
trial_310,144,49,233.57417911245255,1,0.3244682881563856,3.8004325192110926
trial_310,145,120,259.5105725519879,1,0.36265184229692154,6.502216180674262
trial_310,146,187,332.7639637171744,1,0.24178215163757844,13.72110357187961
trial_310,147,124,274.3195813191786,1,0.33125371235967066,7.919652998181067
trial_310,148,237,330.909960179058,1,0.2918448556493369,13.52147093085119
trial_310,149,104,-107.79911771921947,0,7.383586022691412,16.662265412613834
trial_310,150,198,-45.219014320242394,0,1.1029192207805296,16.429212003452715
trial_310,151,39,276.18953594438346,1,0.37956356550695297,8.129976465373296
trial_310,152,177,318.94566060292345,1,0.38275426551012776,12.332568080979247
trial_310,153,175,332.27484269824333,1,0.3573010409481137,13.691173427228753
trial_310,154,143,326.10585776516774,1,0.3137020740755742,13.11885769768058
trial_310,155,86,311.56394223521585,1,0.29579955404633684,11.605745094007847
trial_310,156,155,-180.54872744177402,0,7.310989737486789,9.274373529026917
trial_310,157,61,-134.78241226000233,0,5.725194146814608,12.21585145328008
trial_310,158,19,227.34397630234938,1,0.39807515511724667,3.1506406645343152
trial_310,159,112,287.2998901479132,1,0.3815714192479642,9.327435424694427
trial_310,160,154,290.2959686092163,1,0.32714497309235285,9.54556046638803
trial_310,161,252,242.04304545630396,1,0.3086502201531347,4.728810657411125
trial_310,162,71,233.91246545575865,1,0.22936607877294993,3.7921711094890664
trial_310,163,144,266.53727224421476,1,0.33494680523790227,7.132999922431833
trial_310,164,130,286.82237876687356,1,0.3635535145128917,9.16711327544239
trial_310,165,185,344.475248418122,1,0.3800201977749238,14.882872447833652
trial_310,166,202,352.5160144148116,1,0.3856982696502105,15.710994104106184
trial_310,167,290,287.4863031474517,1,0.31095459499132594,9.211559816613759
trial_310,168,65,268.2043502901811,1,0.3245916758745056,7.295782564045675
trial_310,169,201,364.39437375834405,1,0.38778382161456165,17.04603711768536
trial_310,170,318,312.9173140494073,1,0.3505576233837903,11.841560729348865
trial_310,171,597,-166.0731006065289,0,9.164138847590863,12.648098333390962
trial_310,172,127,-150.58017876614258,0,5.261843169225076,10.23530766445425
trial_310,173,125,276.9705485874847,1,0.31135246286188517,8.103139593168391
trial_310,174,225,353.8408999082964,1,0.33647549355649314,15.945216545795493
trial_310,175,25,236.6645572035186,1,0.2872121707292737,4.162991163345712
trial_310,176,212,360.2689720820687,1,0.2685310631627715,16.471060920868442
trial_310,177,179,317.16386691455847,1,0.3926302446784919,12.305117182432118
trial_310,178,88,314.65826458119506,1,0.346505691296162,11.877306108607787
trial_310,179,48,255.2253888722218,1,0.3104210382082588,6.040329488972172
trial_310,180,184,318.84330082201785,1,0.3256134512163092,12.36779942528223
trial_310,181,185,357.301332783112,1,0.28332142477780026,16.19041092861717
trial_310,182,1000,-138.28151193392569,-1,9.794257978144838,15.96610678475225
trial_310,183,79,282.3254969227117,1,0.24784000885978003,8.66288050809926
trial_310,184,130,338.1889824140723,1,0.38162870986805447,14.24004933144395
trial_310,185,184,-158.49609231535558,0,5.385907540543527,9.783545149301085
trial_310,186,491,-103.38565444039567,0,6.031292854972771,15.711525502773165
trial_310,187,70,277.4301470279855,1,0.26578312139194943,8.172389808996476
trial_310,188,249,341.80938605750987,1,0.3824662514792486,14.692342338702305
trial_310,189,226,328.5516236527902,1,0.3826309512128191,13.449521563931967
trial_310,190,141,295.61658915684893,1,0.32453537862419035,10.083571919972853
trial_310,191,144,327.41864691842477,1,0.2849852576582571,13.182577929967385
trial_310,192,328,226.7410909005353,1,0.36936494295349104,3.0936055474096893
trial_310,193,36,246.347334006425,1,0.2508306621370847,5.061433524011424
trial_310,194,165,271.0553423379124,1,0.28612676883791793,7.542599676346248
trial_310,195,60,313.3848612046305,1,0.3699889080295548,11.745712409632295
trial_310,196,209,345.74117779864997,1,0.28769127214906,14.990570329742228
trial_310,197,407,-141.78341146037704,0,4.123209422414111,9.931691569870637
trial_310,198,100,312.1564195089173,1,0.19632126881989512,11.633717322328792
trial_310,199,120,241.49978004461815,1,0.2635704648446506,4.61657660435832
trial_310,200,79,298.6534679755398,1,0.369609983866237,10.416468693162726
trial_290,1,1000,-50.86952654245616,-1,2.6091785942174415,17.52222593997183
trial_290,2,41,249.4431766259749,1,0.36700688740364174,5.426380393210191
trial_290,3,1000,-131.96701117242532,-1,1.8290337022885226,8.632332585046
trial_290,4,41,237.7985431721376,1,0.3813460077885911,4.190914471499217
trial_290,5,913,340.26009095843744,1,0.3795693143961959,14.433614244997166
trial_290,6,61,281.5904473378032,1,0.3271247081907917,8.635448557766441
trial_290,7,73,232.1903789192008,1,0.38925911131129926,3.640897594099529
trial_290,8,60,269.4619476514641,1,0.34075727916510085,7.387525954090875
trial_290,9,64,-155.40543459847672,0,7.062741222142401,11.566285013553363
trial_290,10,62,-162.6259276912795,0,10.6653405689697,14.436050120032093
trial_290,11,1000,-179.7820220791612,-1,1.143607966461032,3.165405758544915
trial_290,12,166,346.1850533056419,1,0.37357108491777247,15.113861092830534
trial_290,13,1000,-182.75227858964433,-1,1.4065243912643883,3.1312965322999533
trial_290,14,1000,-94.26405336955389,-1,1.2633844936051464,11.83697915664978
trial_290,15,71,299.26154803264063,1,0.39977800792194507,10.45613981164964
trial_290,16,40,-174.31043713214532,0,15.619295313111751,18.23323084661557
trial_290,17,1000,-113.46923314616254,-1,1.2238221171539558,9.876898802537704
trial_290,18,87,278.24798638926194,1,0.3432059037879788,8.276149725479879
trial_290,19,57,271.2923370869896,1,0.29739591130713017,7.61705171496039
trial_290,20,171,340.0216054426927,1,0.33469794446346235,14.53166581595125
trial_290,21,61,275.6393805753813,1,0.29436450295179173,7.992815869731874
trial_290,22,1000,-80.4022880287366,-1,1.2545206922666001,13.21429188939295
trial_290,23,186,-78.77876150758858,0,3.8020196387862284,15.97640148796217
trial_290,24,89,318.1858903163295,1,0.382237105692059,12.262087323442728
trial_290,25,104,290.90871019578776,1,0.35401617906856375,9.52135464977803
trial_290,26,1000,-166.57500028554284,-1,1.1390735226800173,4.481573494125737
trial_290,27,1000,-65.86010313123128,-1,1.2875013407101483,14.701491027587014
trial_290,28,1000,-107.26276756582111,-1,1.8786521180064284,11.152375361424328
trial_290,29,165,371.1268880755291,1,0.3530469150950364,17.665228756140333
trial_290,30,1000,-159.32468339715265,-1,2.1874429556574624,6.254974615942201
trial_290,31,46,227.07901491779566,1,0.3481046605758016,3.155222656734708
trial_290,32,28,-148.78081222602492,0,4.149544251106049,9.449754626756722
trial_290,33,44,248.72994362765365,1,0.32966305221223796,5.359471833798144
trial_290,34,75,-139.9115879224346,0,10.572185367618173,16.610056034457497
trial_290,35,91,-106.6660494843156,0,4.10387728377548,13.471715091868663
trial_290,36,80,290.70348980929714,1,0.24744611360656218,9.499127566819944
trial_290,37,96,291.8741948987314,1,0.30309447141418483,9.600346485464659
trial_290,38,1000,-163.3118763822393,-1,1.5435206932663375,5.21233305504241
trial_290,39,37,230.45623072721907,1,0.39060088371640517,3.4482740875901983
trial_290,40,1000,-116.70014385653988,-1,1.0611094728008816,9.391095087146882
trial_290,41,34,228.4210916107546,1,0.37870620950957773,3.3913938023558567
trial_290,42,68,273.0481735077256,1,0.3741257409214093,7.850634638375798
trial_290,43,45,263.3518594321684,1,0.2886627827303966,6.811203989807899
trial_290,44,1000,-80.14573667243342,-1,1.3097361222230428,13.295162454979705
trial_290,45,86,283.1223089286044,1,0.2927085132424971,8.720870557360291
trial_290,46,36,-170.1671502142188,0,8.819720860469829,11.856162386374354
trial_290,47,54,261.2999106806971,1,0.38679285099994604,6.54551639859558
trial_290,48,1000,-117.29940223479089,-1,1.0220018818335965,9.292061658354513
trial_290,49,54,-170.50175238251086,0,7.469826781615201,10.451513887688096
trial_290,50,48,286.3529301968397,1,0.2986084488911039,9.127632973356299
trial_290,51,40,-172.82195199377202,0,12.099315500088563,14.84561165075936
trial_290,52,56,270.5229768097927,1,0.38775626838444216,7.522653595281299
trial_290,53,57,271.8206971756657,1,0.27273241630973194,7.651140933422052
trial_290,54,108,298.4239672784946,1,0.35059540153762164,10.247796004834749
trial_290,55,36,-179.00007218816262,0,3.843896984577818,6.1453990434261385
trial_290,56,64,261.3481851818292,1,0.3989802937704458,6.628822975859809
trial_290,57,82,298.0587174868639,1,0.38785308348166425,10.207050930109103
trial_290,58,84,319.3739022640797,1,0.38938356448554373,12.355963228066477
trial_290,59,65,252.25965763693887,1,0.37837521482779474,5.656815807967754
trial_290,60,138,323.47246962591305,1,0.3670707518711109,12.844537360913382
trial_290,61,70,272.149253783334,1,0.3470778033714735,7.668724951847953
trial_290,62,1000,-158.74209747053786,-1,1.385545147056143,5.511335400002362
trial_290,63,58,237.73333719355418,1,0.36523371770975377,4.253735867226905
trial_290,64,56,288.4830655745311,1,0.39950167542192816,9.342177491331485
trial_290,65,80,324.17305919399223,1,0.3220007222412475,12.832934595420392
trial_290,66,167,367.2784941639085,1,0.24558775739871383,17.147673834958002
trial_290,67,91,333.0376607139199,1,0.34025741801985426,13.7362565586869
